name,reads_clade,recalculated_percent
Slackia heliotrinireducens,17,0.13610888710968774
Lactiplantibacillus pentosus,17,0.13610888710968774
Weissella cibaria,17,0.13610888710968774
Natronoglycomyces albus,16,0.12810248198558846
Tichowtungia aerotolerans,16,0.12810248198558846
Lactobacillus gasseri,16,0.12810248198558846
Megasphaera massiliensis,14,0.11208967173738991
Lactobacillus crispatus,12,0.09607686148919135
Streptomyces sp. NBC_01320,12,0.09607686148919135
Rhodococcus antarcticus,11,0.08807045636509207
Anaerococcus prevotii,11,0.08807045636509207
Roseburia sp. 499,11,0.08807045636509207
Corynebacterium matruchotii,11,0.08807045636509207
Candidatus Nanopelagicus hibericus,11,0.08807045636509207
Megasphaera stantonii,10,0.08006405124099279
Fastidiosipila sanguinis,10,0.08006405124099279
Fusobacterium nucleatum,8,0.06405124099279423
Microbacterium limosum,8,0.06405124099279423
Pseudobutyrivibrio xylanivorans,8,0.06405124099279423
Bifidobacterium asteroides,8,0.06405124099279423
Corynebacterium incognita,8,0.06405124099279423
Staphylococcus delphini,8,0.06405124099279423
Furfurilactobacillus rossiae,7,0.05604483586869496
Lactobacillus johnsonii,7,0.05604483586869496
Moritella marina,7,0.05604483586869496
Corynebacterium qintianiae,6,0.04803843074459568
Clavibacter capsici,6,0.04803843074459568
Melioribacter roseus,6,0.04803843074459568
Rothia kristinae,5,0.040032025620496396
Arthrobacter sp. Helios,5,0.040032025620496396
Prevotella sp. oral taxon 475,5,0.040032025620496396
Lacticaseibacillus pantheris,5,0.040032025620496396
Staphylococcus argenteus,5,0.040032025620496396
Bacillus anthracis,5,0.040032025620496396
Rhodococcus opacus,5,0.040032025620496396
Amycolatopsis sp. cg9,4,0.032025620496397116
[Mycoplasma] gypis,4,0.032025620496397116
Arcanobacterium canis,4,0.032025620496397116
Lactobacillus kefiranofaciens,4,0.032025620496397116
Corynebacterium falsenii,4,0.032025620496397116
Ruegeria sp. SCSIO 43209,4,0.032025620496397116
Staphylococcus aureus,4,0.032025620496397116
Treponema saccharophilum,3,0.02401921537229784
Heyndrickxia coagulans,3,0.02401921537229784
Bacillus velezensis,3,0.02401921537229784
Serinicoccus marinus,3,0.02401921537229784
Brevibacterium pigmentatum,3,0.02401921537229784
Microbacterium protaetiae,3,0.02401921537229784
Gulosibacter molinativorax,3,0.02401921537229784
Spirochaeta thermophila,3,0.02401921537229784
Lactobacillus amylolyticus,3,0.02401921537229784
Salmonella enterica,3,0.02401921537229784
Sulfurimonas aquatica,3,0.02401921537229784
Corynebacterium heidelbergense,3,0.02401921537229784
Coriobacterium glomerans,3,0.02401921537229784
Kiritimatiella glycovorans,3,0.02401921537229784
Paludicola sp. MB14-C6,3,0.02401921537229784
Tsuneonella sp. CC-YZS046,3,0.02401921537229784
Aggregatibacter actinomycetemcomitans,2,0.016012810248198558
Saccharobesus litoralis,2,0.016012810248198558
Vreelandella aquamarina,2,0.016012810248198558
Haemophilus parainfluenzae,2,0.016012810248198558
Marinospirillum sp.,2,0.016012810248198558
Komagataeibacter saccharivorans,2,0.016012810248198558
Labilithrix luteola,2,0.016012810248198558
Methylophilus methylotrophus,2,0.016012810248198558
Planktothrix agardhii,2,0.016012810248198558
Thermobaculum terrenum,2,0.016012810248198558
Leptospira sp. GIMC2001,2,0.016012810248198558
Hoylesella enoeca,2,0.016012810248198558
Fusobacterium animalis,2,0.016012810248198558
Homo sapiens,2,0.016012810248198558
Exiguobacterium sp. PFWT01,2,0.016012810248198558
Candidatus Aquiluna sp. UB-MaderosW2red,2,0.016012810248198558
Geodermatophilus obscurus,2,0.016012810248198558
Acidimicrobium ferrooxidans,2,0.016012810248198558
Streptococcus dysgalactiae,2,0.016012810248198558
Aerococcus loyolae,2,0.016012810248198558
Amycolatopsis sp. cg5,2,0.016012810248198558
Tepidanaerobacter acetatoxydans,2,0.016012810248198558
Bacillus paralicheniformis,2,0.016012810248198558
Pediococcus pentosaceus,2,0.016012810248198558
Thermacetogenium phaeum,2,0.016012810248198558
Alkaliphilus metalliredigens,2,0.016012810248198558
Emergencia timonensis,2,0.016012810248198558
Rhodococcus sp. USK10,2,0.016012810248198558
Corynebacterium cystitidis,2,0.016012810248198558
Paenibacillus dendritiformis,2,0.016012810248198558
Paenibacillus sp. YPG26,2,0.016012810248198558
Periweissella cryptocerci,2,0.016012810248198558
Lachnoanaerobaculum umeaense,1,0.008006405124099279
[Clostridium] colinum,1,0.008006405124099279
Faecalibacterium taiwanense,1,0.008006405124099279
Candidatus Pelagibacter sp. RS40,1,0.008006405124099279
Mediterraneibacter gnavus,1,0.008006405124099279
Aquella oligotrophica,1,0.008006405124099279
Mariprofundus ferrinatatus,1,0.008006405124099279
Methylobacterium sp. AMS5,1,0.008006405124099279
Geoalkalibacter subterraneus,1,0.008006405124099279
Streptomyces sp. CA-210063,1,0.008006405124099279
Streptomyces sp. W1SF4,1,0.008006405124099279
Allochromatium tepidum,1,0.008006405124099279
Amycolatopsis sp. TNS106,1,0.008006405124099279
Boudabousia tangfeifanii,1,0.008006405124099279
Thiospirochaeta perfilievii,1,0.008006405124099279
Schaalia sp. JY-X169,1,0.008006405124099279
Brachybacterium sp. GU-2,1,0.008006405124099279
Dissulfurispira thermophila,1,0.008006405124099279
Rothia aeria,1,0.008006405124099279
Mycobacterium kansasii,1,0.008006405124099279
Sebaldella termitidis,1,0.008006405124099279
Rhodococcus rhodochrous,1,0.008006405124099279
Athalassotoga saccharophila,1,0.008006405124099279
Sinorhizobium meliloti,1,0.008006405124099279
Klebsiella pneumoniae,1,0.008006405124099279
Xanthomonas euvesicatoria,1,0.008006405124099279
Enterococcus faecium,1,0.008006405124099279
Laceyella sacchari,1,0.008006405124099279
Staphylococcus hominis,1,0.008006405124099279
Priestia megaterium,1,0.008006405124099279
Miniphocaeibacter halophilus,1,0.008006405124099279
Ezakiella massiliensis,1,0.008006405124099279
Radiobacillus deserti,1,0.008006405124099279
Bacillus safensis,1,0.008006405124099279
Mycoplasmopsis pulmonis,1,0.008006405124099279
Mycoplasmopsis edwardii,1,0.008006405124099279
Mycoplasmopsis bovis,1,0.008006405124099279
Spiroplasma endosymbiont of Sarcophaga carnaria,1,0.008006405124099279
Bacillus cereus,1,0.008006405124099279
Granulicatella elegans,1,0.008006405124099279
Streptococcus infantis,1,0.008006405124099279
Solibaculum mannosilyticum,1,0.008006405124099279
Lentilactobacillus buchneri,1,0.008006405124099279
Prevotella corporis,1,0.008006405124099279
Prevotella intermedia,1,0.008006405124099279
Prevotella herbatica,1,0.008006405124099279
Lacticaseibacillus paracasei,1,0.008006405124099279
Lactobacillus helveticus,1,0.008006405124099279
Ruoffia tabacinasalis,1,0.008006405124099279
Pasteurella multocida,1,0.008006405124099279
Bibersteinia trehalosi,1,0.008006405124099279
Enterobacter ludwigii,1,0.008006405124099279
Escherichia coli,1,0.008006405124099279
Kroppenstedtia pulmonis,1,0.008006405124099279
Clostridium intestinale,1,0.008006405124099279
Streptococcus thermophilus,1,0.008006405124099279
