name,reads_clade,recalculated_percent
Mobiluncus curtisii,2,0.0009180797444065991
Streptococcus suis,2,0.0009180797444065991
Streptococcus oriscaviae,2,0.0009180797444065991
Streptococcus lingualis,2,0.0009180797444065991
Streptococcus parasanguinis,2,0.0009180797444065991
Streptococcus sp. Marseille-Q6470,2,0.0009180797444065991
Streptococcus periodonticum,2,0.0009180797444065991
Streptococcus sp. 1643,2,0.0009180797444065991
Eikenella corrodens,2,0.0009180797444065991
Lactobacillus helveticus,2,0.0009180797444065991
Bradyrhizobium betae,1,0.00045903987220329955
Cardiobacterium hominis,1,0.00045903987220329955
Vibrio sp. BS-M-Sm-2,1,0.00045903987220329955
Enterobacter chuandaensis,1,0.00045903987220329955
Thermococcus sp. 5-4,1,0.00045903987220329955
Acinetobacter baumannii,1,0.00045903987220329955
Buchnera aphidicola,1,0.00045903987220329955
Flavobacterium sp. N2270,1,0.00045903987220329955
Ruegeria sp. AD91A,1,0.00045903987220329955
Leptotrichia sp. HMT-225,1,0.00045903987220329955
Altererythrobacter ishigakiensis,1,0.00045903987220329955
Bifidobacterium pseudolongum,1,0.00045903987220329955
Entomospira nematocerorum,1,0.00045903987220329955
Akkermansia muciniphila,1,0.00045903987220329955
Prevotella herbatica,1,0.00045903987220329955
Tannerella forsythia,1,0.00045903987220329955
Tannerella serpentiformis,1,0.00045903987220329955
Capnocytophaga gingivalis,1,0.00045903987220329955
Fibrobacter succinogenes,1,0.00045903987220329955
Dyadobacter chenwenxiniae,1,0.00045903987220329955
Cobetia sp. cqz5-12,1,0.00045903987220329955
Lactobacillus sp. ESL0680,1,0.00045903987220329955
Comamonas thiooxydans,1,0.00045903987220329955
Streptococcus pluranimalium,1,0.00045903987220329955
Fructilactobacillus fructivorans,1,0.00045903987220329955
Ligilactobacillus ruminis,1,0.00045903987220329955
Lactiplantibacillus plantarum,1,0.00045903987220329955
Amylolactobacillus amylophilus,1,0.00045903987220329955
Nonomuraea gerenzanensis,1,0.00045903987220329955
Streptomyces sp. NBC_00963,1,0.00045903987220329955
Pauljensenia hongkongensis,1,0.00045903987220329955
Winkia neuii,1,0.00045903987220329955
Actinomyces massiliensis,1,0.00045903987220329955
Rhodococcoides fascians,1,0.00045903987220329955
Streptococcus gordonii,1,0.00045903987220329955
Streptococcus sobrinus,1,0.00045903987220329955
Streptococcus equi,1,0.00045903987220329955
Streptococcus equinus,1,0.00045903987220329955
Pigmentiphaga sp. CHJ604,1,0.00045903987220329955
Enterococcus mundtii,1,0.00045903987220329955
Corynebacterium ureicelerivorans,1,0.00045903987220329955
Staphylococcus hominis,1,0.00045903987220329955
Clostridium sp. SY8519,1,0.00045903987220329955
Desulfitobacterium dichloroeliminans,1,0.00045903987220329955
Dermabacter vaginalis,1,0.00045903987220329955
Parvimonas micra,1,0.00045903987220329955
Ureaplasma urealyticum,1,0.00045903987220329955
Mycoplasma phocoenae,1,0.00045903987220329955
Neisseria sp. RH3002v2g,1,0.00045903987220329955
Neisseria bacilliformis,1,0.00045903987220329955
Neisseria meningitidis,1,0.00045903987220329955
Neisseria mucosa,1,0.00045903987220329955
Virgibacillus necropolis,1,0.00045903987220329955
